OrderID,OrderDate,CustomerID,Region,Category,Quantity,UnitPrice,PaymentMethod,CustomerAge,Sales,OrderMonth,OrderYear,Weekday
2623,2024-03-01,132,North,Electronics,6,239.35,Wallet,67.0,1436.1,2024-03,2024,Friday
2332,2024-04-20,101,South,Books,4,468.79,Debit Card,57.0,1875.16,2024-04,2024,Saturday
2234,2023-08-17,192,South,Clothing,2,401.58,Wallet,24.0,803.16,2023-08,2023,Thursday
1181,2023-09-16,381,South,Electronics,3,265.99,Cash,44.0,797.97,2023-09,2023,Saturday
2320,2024-08-21,363,West,Electronics,2,437.33,UPI,45.0,874.66,2024-08,2024,Wednesday
1673,2024-06-15,393,South,Home & Kitchen,7,494.66,Cash,25.0,3462.62,2024-06,2024,Saturday
2512,2023-11-15,387,West,Clothing,2,333.14,UPI,63.0,666.28,2023-11,2023,Wednesday
1377,2024-01-21,36,West,Books,3,432.07,Wallet,51.0,1296.21,2024-01,2024,Sunday
1670,2024-11-06,192,East,Sports,2,99.98,Credit Card,28.0,199.96,2024-11,2024,Wednesday
1024,2024-01-21,5,East,Clothing,9,248.41,Debit Card,61.0,2235.69,2024-01,2024,Sunday
1347,2024-01-08,428,East,Sports,4,358.78,Credit Card,42.0,1435.12,2024-01,2024,Monday
2667,2023-07-11,291,East,Home & Kitchen,4,444.34,UPI,40.0,1777.36,2023-07,2023,Tuesday
2505,2023-12-10,102,West,Electronics,6,197.13,Cash,29.0,1182.78,2023-12,2023,Sunday
2747,2024-06-19,431,South,Books,8,53.37,UPI,38.0,426.96,2024-06,2024,Wednesday
1009,2023-05-02,301,East,Sports,9,136.47,Cash,38.0,1228.23,2023-05,2023,Tuesday
1229,2024-03-14,376,South,Electronics,9,445.43,UPI,18.0,4008.87,2024-03,2024,Thursday
1490,2024-05-30,466,South,Clothing,3,353.72,Wallet,56.0,1061.16,2024-05,2024,Thursday
1214,2024-10-03,447,West,Electronics,8,325.81,Cash,33.0,2606.48,2024-10,2024,Thursday
2602,2023-06-17,431,North,Electronics,5,224.58,Debit Card,30.0,1122.9,2023-06,2023,Saturday
1579,2024-04-13,260,East,Home & Kitchen,5,62.56,UPI,28.0,312.8,2024-04,2024,Saturday
1450,2024-08-23,262,West,Home & Kitchen,8,126.77,Cash,30.0,1014.16,2024-08,2024,Friday
1758,2024-11-15,450,West,Clothing,6,451.08,Debit Card,30.0,2706.48,2024-11,2024,Friday
1016,2023-04-10,8,West,Home & Kitchen,6,107.4,Credit Card,62.0,644.4,2023-04,2023,Monday
2915,2024-01-10,154,South,Sports,2,238.52,Cash,31.0,477.04,2024-01,2024,Wednesday
2807,2023-06-15,425,East,Electronics,1,356.42,UPI,39.0,356.42,2023-06,2023,Thursday
2532,2023-08-06,437,South,Electronics,1,293.75,Credit Card,51.0,293.75,2023-08,2023,Sunday
2634,2024-08-11,492,East,Electronics,2,80.92,Wallet,31.0,161.84,2024-08,2024,Sunday
2190,2023-05-21,81,East,Sports,9,227.32,Credit Card,36.0,2045.88,2023-05,2023,Sunday
2627,2024-03-12,28,North,Books,7,280.03,Debit Card,27.0,1960.21,2024-03,2024,Tuesday
1547,2023-02-06,467,East,Electronics,6,95.0,Debit Card,23.0,570.0,2023-02,2023,Monday
2178,2023-03-25,396,South,Home & Kitchen,2,435.75,Debit Card,57.0,871.5,2023-03,2023,Saturday
1631,2024-03-20,493,East,Electronics,7,417.28,Wallet,68.0,2920.96,2024-03,2024,Wednesday
1355,2023-06-30,67,West,Sports,6,486.17,Credit Card,64.0,2917.02,2023-06,2023,Friday
2318,2024-01-13,283,North,Electronics,2,262.48,Wallet,66.0,524.96,2024-01,2024,Saturday
1208,2024-09-04,108,East,Home & Kitchen,8,280.57,Credit Card,29.0,2244.56,2024-09,2024,Wednesday
1936,2024-08-04,70,North,Books,5,361.13,Cash,43.0,1805.65,2024-08,2024,Sunday
1756,2023-01-01,409,North,Sports,2,445.4,Wallet,19.0,890.8,2023-01,2023,Sunday
2099,2024-10-21,152,West,Sports,2,448.07,UPI,38.0,896.14,2024-10,2024,Monday
1417,2023-09-21,406,South,Books,8,145.34,Credit Card,63.0,1162.72,2023-09,2023,Thursday
2449,2023-04-08,247,North,Electronics,3,250.02,Cash,36.0,750.06,2023-04,2023,Saturday
2082,2023-08-04,295,East,Books,7,303.49,Debit Card,62.0,2124.43,2023-08,2023,Friday
2822,2024-07-06,409,South,Sports,8,135.58,UPI,41.0,1084.64,2024-07,2024,Saturday
1717,2024-12-09,408,West,Home & Kitchen,4,366.69,Credit Card,65.0,1466.76,2024-12,2024,Monday
1443,2023-02-27,180,North,Electronics,6,184.48,Cash,47.0,1106.88,2023-02,2023,Monday
2117,2024-04-04,336,North,Electronics,8,229.36,Wallet,31.0,1834.88,2024-04,2024,Thursday
2281,2024-08-15,89,North,Electronics,3,412.78,Cash,49.0,1238.34,2024-08,2024,Thursday
1537,2024-01-29,316,North,Clothing,6,485.48,Credit Card,44.0,2912.88,2024-01,2024,Monday
1349,2023-04-09,160,North,Books,9,456.57,UPI,31.0,4109.13,2023-04,2023,Sunday
1675,2024-02-06,129,South,Books,7,28.11,UPI,44.0,196.77,2024-02,2024,Tuesday
1404,2024-07-28,104,North,Books,4,217.94,Debit Card,58.0,871.76,2024-07,2024,Sunday
1363,2023-09-13,215,East,Clothing,3,274.22,Credit Card,27.0,822.66,2023-09,2023,Wednesday
1027,2023-06-10,175,East,Home & Kitchen,3,6.81,UPI,62.0,20.43,2023-06,2023,Saturday
2309,2023-05-26,468,East,Clothing,6,51.91,UPI,53.0,311.46,2023-05,2023,Friday
2193,2024-12-23,61,East,Home & Kitchen,6,89.03,UPI,40.0,534.18,2024-12,2024,Monday
1178,2023-10-10,275,East,Sports,4,106.57,Cash,46.0,426.28,2023-10,2023,Tuesday
2962,2024-05-11,365,East,Clothing,2,361.61,Debit Card,44.0,723.22,2024-05,2024,Saturday
2430,2024-06-02,419,North,Home & Kitchen,8,395.2,Wallet,43.0,3161.6,2024-06,2024,Sunday
2924,2023-08-19,262,North,Books,1,221.45,Credit Card,48.0,221.45,2023-08,2023,Saturday
2226,2024-01-26,344,West,Books,8,46.1,Credit Card,23.0,368.8,2024-01,2024,Friday
1253,2024-12-11,208,South,Electronics,7,440.33,Wallet,41.0,3082.31,2024-12,2024,Wednesday
1415,2024-03-19,84,East,Electronics,1,254.51,Debit Card,47.0,254.51,2024-03,2024,Tuesday
1559,2024-11-29,253,North,Sports,8,334.56,Cash,47.0,2676.48,2024-11,2024,Friday
1554,2023-03-03,345,East,Electronics,1,237.24,Credit Card,18.0,237.24,2023-03,2023,Friday
1194,2024-11-02,106,West,Books,3,69.85,UPI,44.0,209.55,2024-11,2024,Saturday
2158,2024-02-22,376,North,Clothing,7,264.6,UPI,22.0,1852.2,2024-02,2024,Thursday
2306,2024-01-09,210,North,Electronics,5,121.82,Debit Card,21.0,609.1,2024-01,2024,Tuesday
2049,2024-09-07,107,West,Sports,8,208.43,Debit Card,44.0,1667.44,2024-09,2024,Saturday
1446,2023-06-04,154,West,Sports,8,24.45,Cash,32.0,195.6,2023-06,2023,Sunday
2188,2024-07-14,86,South,Clothing,8,242.92,Debit Card,62.0,1943.36,2024-07,2024,Sunday
2345,2023-10-23,16,West,Books,7,255.74,UPI,48.0,1790.18,2023-10,2023,Monday
2012,2023-05-17,481,East,Sports,6,277.06,Debit Card,49.0,1662.36,2023-05,2023,Wednesday
2481,2024-11-27,251,East,Electronics,2,29.39,Cash,32.0,58.78,2024-11,2024,Wednesday
1452,2023-08-25,406,South,Home & Kitchen,2,243.77,Cash,59.0,487.54,2023-08,2023,Friday
2968,2024-09-11,387,West,Clothing,5,460.5,Credit Card,21.0,2302.5,2024-09,2024,Wednesday
1465,2023-10-12,82,North,Home & Kitchen,7,120.86,Credit Card,26.0,846.02,2023-10,2023,Thursday
1703,2024-06-23,69,North,Clothing,5,374.43,UPI,52.0,1872.15,2024-06,2024,Sunday
1459,2023-03-17,490,West,Books,4,288.88,Wallet,28.0,1155.52,2023-03,2023,Friday
2392,2024-06-07,213,West,Electronics,6,239.35,Wallet,66.0,1436.1,2024-06,2024,Friday
1962,2024-03-16,57,West,Clothing,6,107.07,Debit Card,45.0,642.42,2024-03,2024,Saturday
1839,2024-02-09,236,West,Books,9,421.19,Wallet,27.0,3790.71,2024-02,2024,Friday
2724,2024-06-10,19,South,Home & Kitchen,6,371.45,UPI,26.0,2228.7,2024-06,2024,Monday
1370,2024-11-16,471,West,Books,6,410.62,Credit Card,18.0,2463.72,2024-11,2024,Saturday
1485,2023-08-11,130,South,Home & Kitchen,2,381.43,Wallet,49.0,762.86,2023-08,2023,Friday
1904,2024-06-08,473,West,Electronics,9,170.44,Wallet,27.0,1533.96,2024-06,2024,Saturday
2603,2023-04-02,424,North,Clothing,1,89.7,UPI,34.0,89.7,2023-04,2023,Sunday
1308,2023-10-04,374,East,Electronics,3,109.21,UPI,59.0,327.63,2023-10,2023,Wednesday
1286,2024-11-03,293,East,Clothing,6,261.57,Cash,37.0,1569.42,2024-11,2024,Sunday
1638,2023-05-06,164,East,Home & Kitchen,4,305.31,Credit Card,47.0,1221.24,2023-05,2023,Saturday
2369,2023-07-20,418,North,Books,6,80.57,UPI,51.0,483.42,2023-07,2023,Thursday
2576,2023-11-24,64,South,Sports,1,284.71,Credit Card,42.0,284.71,2023-11,2023,Friday
1716,2023-09-13,435,North,Sports,5,211.64,UPI,45.0,1058.2,2023-09,2023,Wednesday
2270,2023-04-29,254,West,Home & Kitchen,7,64.53,UPI,52.0,451.71,2023-04,2023,Saturday
1759,2024-12-17,463,West,Electronics,8,376.58,Cash,68.0,3012.64,2024-12,2024,Tuesday
2009,2023-11-30,183,North,Electronics,9,27.16,Cash,30.0,244.44,2023-11,2023,Thursday
1644,2023-02-27,191,North,Sports,4,306.69,Cash,61.0,1226.76,2023-02,2023,Monday
2172,2023-03-04,305,East,Sports,7,25.28,Wallet,44.0,176.96,2023-03,2023,Saturday
1973,2023-04-28,229,East,Sports,4,235.02,Debit Card,20.0,940.08,2023-04,2023,Friday
1982,2024-10-15,158,West,Sports,5,396.18,Wallet,21.0,1980.9,2024-10,2024,Tuesday
1732,2023-08-05,211,East,Electronics,3,292.21,UPI,28.0,876.63,2023-08,2023,Saturday
1659,2023-05-14,233,East,Home & Kitchen,9,133.43,Debit Card,44.0,1200.87,2023-05,2023,Sunday
2397,2023-11-26,76,West,Electronics,8,185.72,Cash,25.0,1485.76,2023-11,2023,Sunday
1098,2023-01-15,344,East,Electronics,2,331.93,Debit Card,48.0,663.86,2023-01,2023,Sunday
2544,2024-05-04,142,East,Electronics,5,71.09,UPI,41.0,355.45,2024-05,2024,Saturday
2179,2023-12-27,445,South,Books,7,73.63,UPI,48.0,515.41,2023-12,2023,Wednesday
1830,2023-03-02,397,East,Books,4,498.36,Debit Card,35.0,1993.44,2023-03,2023,Thursday
1140,2024-07-07,154,North,Electronics,8,128.99,Credit Card,34.0,1031.92,2024-07,2024,Sunday
2348,2024-11-06,109,South,Books,4,151.08,Debit Card,58.0,604.32,2024-11,2024,Wednesday
2039,2024-11-21,359,East,Electronics,8,248.65,Wallet,23.0,1989.2,2024-11,2024,Thursday
2719,2024-03-28,46,West,Books,8,337.02,UPI,26.0,2696.16,2024-03,2024,Thursday
2437,2023-08-11,483,East,Home & Kitchen,9,172.19,Credit Card,52.0,1549.71,2023-08,2023,Friday
2490,2024-07-30,142,East,Electronics,5,407.28,Cash,44.0,2036.4,2024-07,2024,Tuesday
2354,2023-02-24,260,South,Sports,2,178.2,UPI,31.0,356.4,2023-02,2023,Friday
2197,2023-10-12,43,West,Home & Kitchen,7,170.02,Wallet,44.0,1190.14,2023-10,2023,Thursday
2980,2024-04-29,21,South,Clothing,1,460.46,Credit Card,65.0,460.46,2024-04,2024,Monday
1129,2024-06-30,265,North,Clothing,6,312.65,Credit Card,61.0,1875.9,2024-06,2024,Sunday
2824,2024-12-16,408,East,Sports,9,261.87,Cash,47.0,2356.83,2024-12,2024,Monday
2861,2024-08-16,408,South,Books,3,372.95,Wallet,25.0,1118.85,2024-08,2024,Friday
1789,2023-11-02,288,East,Sports,3,322.93,Wallet,29.0,968.79,2023-11,2023,Thursday
2378,2023-08-05,372,North,Home & Kitchen,3,457.04,Credit Card,33.0,1371.12,2023-08,2023,Saturday
1523,2024-02-22,68,North,Home & Kitchen,6,270.61,Credit Card,26.0,1623.66,2024-02,2024,Thursday
1265,2023-05-24,202,West,Electronics,8,370.58,UPI,26.0,2964.64,2023-05,2023,Wednesday
2675,2023-07-29,486,North,Books,8,259.25,UPI,35.0,2074.0,2023-07,2023,Saturday
1948,2023-02-09,227,East,Sports,8,453.44,Cash,44.0,3627.52,2023-02,2023,Thursday
2612,2023-06-19,26,East,Electronics,8,464.26,Debit Card,52.0,3714.08,2023-06,2023,Monday
1664,2023-06-22,42,East,Sports,5,421.02,Debit Card,58.0,2105.1,2023-06,2023,Thursday
1632,2023-07-01,213,South,Sports,2,66.92,Wallet,36.0,133.84,2023-07,2023,Saturday
1499,2024-11-05,164,East,Books,9,450.95,Wallet,19.0,4058.55,2024-11,2024,Tuesday
2668,2023-01-17,432,West,Clothing,1,238.03,Wallet,62.0,238.03,2023-01,2023,Tuesday
2344,2023-05-29,375,North,Home & Kitchen,2,192.83,Credit Card,67.0,385.66,2023-05,2023,Monday
2682,2024-11-06,404,East,Home & Kitchen,6,325.86,UPI,61.0,1955.16,2024-11,2024,Wednesday
2961,2023-11-01,162,East,Home & Kitchen,5,208.3,Debit Card,39.0,1041.5,2023-11,2023,Wednesday
1433,2024-10-18,66,North,Electronics,4,444.44,Cash,23.0,1777.76,2024-10,2024,Friday
2174,2024-10-27,371,West,Clothing,8,228.24,Credit Card,34.0,1825.92,2024-10,2024,Sunday
2409,2024-01-09,163,West,Clothing,4,18.09,Cash,64.0,72.36,2024-01,2024,Tuesday
1069,2023-01-02,161,East,Sports,9,158.47,Wallet,26.0,1426.23,2023-01,2023,Monday
1954,2024-04-12,488,East,Electronics,3,228.56,Credit Card,26.0,685.68,2024-04,2024,Friday
1689,2023-11-26,247,South,Electronics,3,406.25,UPI,47.0,1218.75,2023-11,2023,Sunday
2661,2023-02-06,93,South,Clothing,6,13.93,Cash,24.0,83.58,2023-02,2023,Monday
1849,2023-03-14,285,North,Clothing,8,492.83,Debit Card,40.0,3942.64,2023-03,2023,Tuesday
1574,2023-05-24,263,North,Home & Kitchen,8,173.13,Cash,44.0,1385.04,2023-05,2023,Wednesday
1335,2024-10-20,353,North,Books,2,95.87,UPI,52.0,191.74,2024-10,2024,Sunday
1339,2023-02-18,487,North,Sports,4,398.36,Credit Card,67.0,1593.44,2023-02,2023,Saturday
2125,2023-02-20,44,East,Home & Kitchen,4,140.21,Debit Card,41.0,560.84,2023-02,2023,Monday
1665,2023-05-29,21,North,Clothing,3,352.14,Wallet,61.0,1056.42,2023-05,2023,Monday
1384,2024-11-12,208,West,Home & Kitchen,7,163.73,Debit Card,41.0,1146.11,2024-11,2024,Tuesday
1056,2023-12-12,53,South,Clothing,5,204.5,UPI,38.0,1022.5,2023-12,2023,Tuesday
2897,2024-01-06,440,West,Sports,6,67.95,UPI,43.0,407.7,2024-01,2024,Saturday
1811,2023-02-22,172,West,Sports,5,267.29,Credit Card,68.0,1336.45,2023-02,2023,Wednesday
1721,2023-09-08,133,East,Clothing,5,420.8,UPI,62.0,2104.0,2023-09,2023,Friday
2556,2023-12-23,264,North,Books,3,62.85,Wallet,49.0,188.55,2023-12,2023,Saturday
1738,2024-05-25,442,East,Electronics,5,171.54,Debit Card,48.0,857.7,2024-05,2024,Saturday
2705,2023-05-10,307,South,Home & Kitchen,4,39.58,UPI,29.0,158.32,2023-05,2023,Wednesday
1171,2023-12-14,203,South,Sports,5,200.43,Cash,51.0,1002.15,2023-12,2023,Thursday
1174,2023-07-09,324,South,Books,5,466.66,Wallet,31.0,2333.3,2023-07,2023,Sunday
1977,2023-04-23,388,East,Books,8,249.54,Credit Card,69.0,1996.32,2023-04,2023,Sunday
1327,2023-10-10,36,West,Sports,4,227.32,Cash,34.0,909.28,2023-10,2023,Tuesday
1504,2024-09-04,336,South,Sports,4,64.88,Wallet,52.0,259.52,2024-09,2024,Wednesday
2021,2023-09-27,459,West,Books,9,254.27,Credit Card,68.0,2288.43,2023-09,2023,Wednesday
1410,2023-12-08,364,West,Books,8,287.3,Cash,69.0,2298.4,2023-12,2023,Friday
1916,2024-04-14,393,South,Clothing,3,174.26,Cash,45.0,522.78,2024-04,2024,Sunday
1298,2023-04-09,254,South,Sports,3,134.9,Wallet,66.0,404.7,2023-04,2023,Sunday
1902,2024-06-20,354,East,Home & Kitchen,9,128.23,Credit Card,35.0,1154.07,2024-06,2024,Thursday
2026,2024-01-14,401,South,Books,2,354.5,Cash,23.0,709.0,2024-01,2024,Sunday
2823,2024-01-05,279,South,Home & Kitchen,4,10.97,UPI,56.0,43.88,2024-01,2024,Friday
1858,2023-02-17,50,North,Books,1,467.17,Credit Card,18.0,467.17,2023-02,2023,Friday
1729,2023-06-26,139,East,Clothing,1,144.13,Wallet,44.0,144.13,2023-06,2023,Monday
1958,2023-04-28,38,North,Books,3,282.54,Debit Card,57.0,847.62,2023-04,2023,Friday
1672,2024-10-20,120,South,Clothing,7,297.5,UPI,31.0,2082.5,2024-10,2024,Sunday
1649,2023-01-01,117,West,Home & Kitchen,6,32.91,Credit Card,35.0,197.46,2023-01,2023,Sunday
2729,2024-05-06,109,South,Books,2,329.41,Wallet,25.0,658.82,2024-05,2024,Monday
2707,2023-03-25,423,South,Home & Kitchen,7,90.55,Debit Card,69.0,633.85,2023-03,2023,Saturday
2563,2024-10-10,120,East,Clothing,1,431.9,Cash,31.0,431.9,2024-10,2024,Thursday
2996,2023-02-08,484,North,Home & Kitchen,2,211.91,Cash,35.0,423.82,2023-02,2023,Wednesday
2773,2024-05-09,41,West,Sports,4,136.19,UPI,31.0,544.76,2024-05,2024,Thursday
1735,2024-09-01,28,East,Clothing,3,336.78,Cash,32.0,1010.34,2024-09,2024,Sunday
1532,2024-01-11,31,North,Home & Kitchen,3,288.34,Cash,55.0,865.02,2024-01,2024,Thursday
1408,2023-11-10,360,South,Clothing,6,380.4,Wallet,27.0,2282.4,2023-11,2023,Friday
1200,2024-05-11,77,West,Clothing,5,185.7,UPI,41.0,928.5,2024-05,2024,Saturday
1474,2024-03-07,67,West,Books,9,258.73,Cash,28.0,2328.57,2024-03,2024,Thursday
2233,2023-08-27,99,North,Home & Kitchen,6,28.47,Wallet,44.0,170.82,2023-08,2023,Sunday
2171,2023-10-12,472,North,Clothing,6,137.8,Debit Card,62.0,826.8,2023-10,2023,Thursday
1749,2024-12-14,368,South,Electronics,1,239.35,Wallet,18.0,239.35,2024-12,2024,Saturday
1766,2023-03-13,78,East,Clothing,3,166.68,Wallet,49.0,500.04,2023-03,2023,Monday
1217,2023-08-13,426,West,Sports,4,311.2,UPI,69.0,1244.8,2023-08,2023,Sunday
1254,2024-05-03,49,South,Electronics,7,207.96,Credit Card,43.0,1455.72,2024-05,2024,Friday
1153,2023-02-05,343,North,Books,6,397.37,Debit Card,44.0,2384.22,2023-02,2023,Sunday
2559,2024-09-08,125,North,Home & Kitchen,2,69.51,Wallet,26.0,139.02,2024-09,2024,Sunday
2572,2024-01-30,158,East,Clothing,8,328.74,Wallet,50.0,2629.92,2024-01,2024,Tuesday
1949,2023-08-17,154,South,Electronics,7,285.57,Credit Card,61.0,1998.99,2023-08,2023,Thursday
2272,2024-06-15,456,North,Electronics,5,324.2,Wallet,67.0,1621.0,2024-06,2024,Saturday
2790,2024-11-02,377,South,Home & Kitchen,6,219.69,Wallet,66.0,1318.14,2024-11,2024,Saturday
2927,2023-05-25,399,West,Electronics,3,255.85,Debit Card,37.0,767.55,2023-05,2023,Thursday
1736,2023-04-15,51,North,Books,9,98.01,Credit Card,44.0,882.09,2023-04,2023,Saturday
2636,2023-10-22,472,North,Clothing,1,5.2,Credit Card,38.0,5.2,2023-10,2023,Sunday
2835,2023-03-25,73,South,Electronics,3,254.69,Credit Card,56.0,764.07,2023-03,2023,Saturday
1531,2024-02-17,141,North,Clothing,1,346.85,Credit Card,58.0,346.85,2024-02,2024,Saturday
2157,2024-04-19,492,South,Electronics,1,117.68,Credit Card,63.0,117.68,2024-04,2024,Friday
2269,2024-04-15,248,South,Electronics,8,147.5,Debit Card,45.0,1180.0,2024-04,2024,Monday
1241,2023-07-20,393,East,Home & Kitchen,3,459.55,Cash,44.0,1378.65,2023-07,2023,Thursday
2139,2024-07-20,417,East,Home & Kitchen,8,24.66,Credit Card,45.0,197.28,2024-07,2024,Saturday
2514,2023-12-10,275,South,Electronics,8,132.68,Debit Card,23.0,1061.44,2023-12,2023,Sunday
1188,2024-11-07,157,North,Clothing,5,450.31,Cash,41.0,2251.55,2024-11,2024,Thursday
1247,2024-10-21,378,West,Books,7,37.59,Wallet,54.0,263.13,2024-10,2024,Monday
2954,2024-07-29,278,West,Sports,2,439.87,Wallet,44.0,879.74,2024-07,2024,Monday
2410,2024-12-10,180,West,Sports,7,171.1,Debit Card,60.0,1197.7,2024-12,2024,Tuesday
2730,2023-07-27,268,East,Electronics,7,212.09,Debit Card,49.0,1484.63,2023-07,2023,Thursday
1731,2023-03-04,399,West,Clothing,7,92.46,Credit Card,20.0,647.22,2023-03,2023,Saturday
1693,2024-01-08,214,South,Clothing,7,361.71,Wallet,65.0,2531.97,2024-01,2024,Monday
1303,2024-12-20,263,West,Electronics,7,376.11,UPI,25.0,2632.77,2024-12,2024,Friday
1284,2023-02-23,150,East,Sports,8,138.82,Wallet,45.0,1110.56,2023-02,2023,Thursday
2967,2024-12-19,435,South,Home & Kitchen,4,223.17,Debit Card,44.0,892.68,2024-12,2024,Thursday
1506,2024-07-30,238,West,Clothing,7,266.02,UPI,39.0,1862.14,2024-07,2024,Tuesday
2956,2023-05-01,69,South,Clothing,5,326.9,Wallet,38.0,1634.5,2023-05,2023,Monday
1322,2023-02-07,42,North,Books,2,254.94,Debit Card,43.0,509.88,2023-02,2023,Tuesday
2495,2024-01-11,147,East,Electronics,6,382.99,UPI,58.0,2297.94,2024-01,2024,Thursday
2277,2024-05-14,262,South,Electronics,9,460.93,UPI,37.0,4148.37,2024-05,2024,Tuesday
2855,2024-11-15,160,South,Clothing,2,363.59,Debit Card,44.0,727.18,2024-11,2024,Friday
1622,2024-10-18,314,South,Home & Kitchen,4,171.74,Cash,46.0,686.96,2024-10,2024,Friday
2128,2023-10-23,228,East,Clothing,1,454.68,Credit Card,64.0,454.68,2023-10,2023,Monday
2057,2024-07-07,365,West,Electronics,6,432.43,UPI,66.0,2594.58,2024-07,2024,Sunday
1123,2024-02-11,456,North,Sports,1,46.27,UPI,61.0,46.27,2024-02,2024,Sunday
1841,2024-10-06,203,South,Home & Kitchen,4,186.54,UPI,69.0,746.16,2024-10,2024,Sunday
1511,2023-10-12,425,North,Clothing,2,91.52,Wallet,52.0,183.04,2023-10,2023,Thursday
1281,2023-05-11,119,North,Electronics,1,56.46,Wallet,60.0,56.46,2023-05,2023,Thursday
2685,2024-04-04,90,East,Electronics,1,341.38,UPI,23.0,341.38,2024-04,2024,Thursday
2261,2023-10-12,168,North,Electronics,1,306.24,Cash,33.0,306.24,2023-10,2023,Thursday
2671,2024-12-05,312,North,Books,1,338.73,UPI,48.0,338.73,2024-12,2024,Thursday
2310,2023-05-08,454,West,Electronics,3,8.36,UPI,19.0,25.08,2023-05,2023,Monday
2047,2023-08-13,259,North,Sports,8,65.03,Wallet,44.0,520.24,2023-08,2023,Sunday
2528,2024-01-01,431,South,Sports,6,429.89,Cash,66.0,2579.34,2024-01,2024,Monday
1757,2023-02-20,329,East,Sports,9,223.02,Credit Card,35.0,2007.18,2023-02,2023,Monday
1678,2023-11-01,48,East,Books,5,415.67,Debit Card,61.0,2078.35,2023-11,2023,Wednesday
1519,2024-12-27,482,West,Sports,3,214.79,UPI,35.0,644.37,2024-12,2024,Friday
2806,2023-07-13,81,South,Electronics,2,76.13,Cash,68.0,152.26,2023-07,2023,Thursday
2529,2023-11-26,398,East,Clothing,4,478.63,Cash,42.0,1914.52,2023-11,2023,Sunday
1068,2024-01-23,73,North,Clothing,1,251.48,UPI,37.0,251.48,2024-01,2024,Tuesday
1333,2024-04-25,73,East,Home & Kitchen,3,223.17,Credit Card,63.0,669.51,2024-04,2024,Thursday
1569,2024-12-18,329,East,Clothing,6,68.07,UPI,31.0,408.42,2024-12,2024,Wednesday
1883,2023-01-07,128,North,Clothing,6,215.55,Debit Card,59.0,1293.3,2023-01,2023,Saturday
3000,2024-03-02,252,North,Books,9,458.96,Cash,59.0,4130.64,2024-03,2024,Saturday
2450,2023-05-11,343,North,Clothing,7,69.81,UPI,18.0,488.67,2023-05,2023,Thursday
2118,2023-12-22,400,South,Clothing,4,255.34,UPI,36.0,1021.36,2023-12,2023,Friday
1473,2024-04-18,134,East,Sports,4,247.21,UPI,57.0,988.84,2024-04,2024,Thursday
2593,2023-11-19,35,North,Home & Kitchen,7,402.75,Credit Card,32.0,2819.25,2023-11,2023,Sunday
1512,2024-02-01,390,East,Sports,5,493.61,Debit Card,48.0,2468.05,2024-02,2024,Thursday
1478,2023-10-16,14,West,Clothing,1,354.79,Wallet,56.0,354.79,2023-10,2023,Monday
2797,2024-11-03,117,South,Home & Kitchen,5,92.85,Credit Card,26.0,464.25,2024-11,2024,Sunday
2418,2024-05-03,441,South,Home & Kitchen,8,41.88,UPI,31.0,335.04,2024-05,2024,Friday
1319,2024-01-10,68,South,Home & Kitchen,2,304.51,UPI,63.0,609.02,2024-01,2024,Wednesday
1976,2024-06-15,55,North,Sports,2,416.92,Cash,44.0,833.84,2024-06,2024,Saturday
2742,2024-07-15,347,East,Electronics,2,496.62,UPI,20.0,993.24,2024-07,2024,Monday
2867,2023-02-28,7,East,Books,3,44.59,UPI,64.0,133.77,2023-02,2023,Tuesday
1582,2023-05-31,40,East,Clothing,6,137.6,Cash,49.0,825.6,2023-05,2023,Wednesday
1133,2023-01-05,328,South,Books,1,384.55,UPI,19.0,384.55,2023-01,2023,Thursday
2748,2024-01-13,215,North,Books,4,12.42,Credit Card,63.0,49.68,2024-01,2024,Saturday
1864,2024-09-16,44,South,Sports,5,48.35,Cash,61.0,241.75,2024-09,2024,Monday
2434,2024-12-27,272,North,Books,9,24.96,Cash,66.0,224.64,2024-12,2024,Friday
2239,2023-09-21,32,East,Electronics,1,386.35,Debit Card,49.0,386.35,2023-09,2023,Thursday
2977,2023-04-29,430,West,Sports,6,330.31,Wallet,45.0,1981.86,2023-04,2023,Saturday
1369,2023-11-19,354,South,Books,2,219.85,Cash,57.0,439.7,2023-11,2023,Sunday
1733,2024-11-19,391,South,Books,4,246.03,Cash,67.0,984.12,2024-11,2024,Tuesday
2380,2024-09-07,434,North,Home & Kitchen,1,461.12,Cash,28.0,461.12,2024-09,2024,Saturday
1126,2023-04-09,330,South,Sports,6,335.18,Wallet,37.0,2011.08,2023-04,2023,Sunday
2202,2023-05-24,17,West,Clothing,9,367.7,Cash,44.0,3309.3,2023-05,2023,Wednesday
1257,2023-12-04,293,South,Home & Kitchen,5,142.68,UPI,43.0,713.4,2023-12,2023,Monday
2994,2023-11-02,354,East,Sports,7,11.31,Wallet,27.0,79.17,2023-11,2023,Thursday
2126,2023-01-29,329,South,Electronics,6,108.71,UPI,25.0,652.26,2023-01,2023,Sunday
1290,2024-02-24,455,South,Sports,8,366.3,Cash,24.0,2930.4,2024-02,2024,Saturday
2299,2023-08-23,55,North,Clothing,3,101.42,Credit Card,58.0,304.26,2023-08,2023,Wednesday
1778,2024-02-05,140,West,Clothing,4,163.2,Cash,53.0,652.8,2024-02,2024,Monday
